"tick","Total","Ave TSM"
1177.1,18,0.423208
1178.1,18,0.423085
1179.1,18,0.422962
1180.1,18,0.422839
1181.1,18,0.422716
1182.1,18,0.422593
1183.1,18,0.42247
1184.1,18,0.422348
1185.1,18,0.422226
1186.1,18,0.422103
1187.1,18,0.421981
1188.1,18,0.421859
1189.1,18,0.421737
1190.1,18,0.421616
1191.1,17,0.421494
1192.1,17,0.421373
1193.1,17,0.421251
1194.1,17,0.42113
1195.1,17,0.421009
1196.1,17,0.420888
1197.1,17,0.420767
1198.1,17,0.420646
1199.1,17,0.420526
1200.1,17,0.420405
1201.1,17,0.420285
1202.1,17,0.420164
1203.1,17,0.420044
1204.1,18,0.419924
1205.1,18,0.419804
1206.1,18,0.419684
1207.1,18,0.419565
1208.1,18,0.419445
1209.1,18,0.419326
1210.1,18,0.419206
1211.1,18,0.419087
1212.1,18,0.418968
1213.1,18,0.418849
1214.1,18,0.41873
1215.1,18,0.418611
1216.1,18,0.418493
1217.1,18,0.418374
1218.1,18,0.418256
1219.1,18,0.418138
1220.1,18,0.41802
1221.1,18,0.417902
1222.1,18,0.417784
1223.1,18,0.417666
1224.1,18,0.417548
1225.1,18,0.417431
1226.1,18,0.417313
1227.1,18,0.417196
1228.1,18,0.417079
1229.1,18,0.416962
1230.1,18,0.416845
1231.1,18,0.416728
1232.1,18,0.416611
1233.1,18,0.416495
1234.1,18,0.416378
1235.1,18,0.416262
1236.1,18,0.416145
1237.1,18,0.416029
1238.1,18,0.415913
1239.1,18,0.415797
1240.1,18,0.415682
1241.1,18,0.415566
1242.1,18,0.41545
